UNICODE12,Molweight [g/mol],Ringbonds,Alkylatoms,Alkylgroups,Rotatable bonds,Internal H-bonds,Conjugated bonds,Fragments,Alkane,mu_self,hint_self,hb_self,Area,?-moment2,?-moment3,?-moment4,?-moment5,?-moment6,HB-acc_m1,HB-acc_m2,HB-acc_m3,HB-acc_m4,HB-don_m1,HB-don_m2,HB-don_m3,HB-don_m4,Volume,MWeight,E_dielec,#rotbdsmod,Tmult,rbwring,nbr11,mu_self100,hint_self100,hb_self100,n_total,Amine,nbr2u1,nbr2s1,nbr3u1,nbr3s1, nbr2u2u,nbr2s2u,nbr2s2s,nbr3u2u,nbr3s2u,nbr3u2s,nbr3s2s,nbr3u3u,nbr3s3u,nbr3s3s,Kier1,Kier2,n_arom,N,Sumq(e),S_sym,S_crs,H_crs,Hfus_exp[kcal/mol]
MXBOKX0PKQNU,310.18,12,1,1,4,0,14,2,-1,-9.592,-14.473,-0.171,308.69,65.94,15.12,32.08,15.72,23.15,0,0.78,0.06,0,0,0,0,0,340.1,310.18,-11.73,2,1.05,0,0,-14.592,-18.258,-0.355,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,16.37188209,7.319857313,0,1,0.27,0.002086896,0.012088916,2.04527,5.12
SBRAEY7KJONU,244.26,12,1,1,4,0,13,0,-1,-7.745,-14.469,-3.619,272.14,81.56,-17.13,98.59,-79.56,225.21,0.02,2.01,0.42,0.02,-0.05,4.9,3.36,2.04,287.44,244.26,-10.99,2.25,0.26,0,0,-14.485,-18.939,-5.315,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,14.4099723,6.437869822,0,0,0,0.000517,0.017335424,3.40219,6.67
KZNQY431JPNN,223.27,16,2,1,1,0,13,2,-1,-7.409,-10.914,-0.81,238.41,55.17,28.88,52.51,56.54,81.15,0.04,4.43,1.8,0.36,0,0,0,0,270.13,223.27,-9.68,0.75,0.57,2,0,-11.402,-14.421,-1.643,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.05540166,4.938271605,0,1,0.13,0.001132886,0.012496149,2.20994,6.58
FIM3AC690IIN,331.35,17,1,1,3,1,20,1,-1,-8.659,-17.683,-4.494,313.7,112.21,13.94,119.23,3.51,194.94,0.04,4.53,1.3,0.34,-0.04,3.67,2.14,1,348.35,331.35,-16.48,2.25,0.12,1,0,-18.043,-24.645,-7.317,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8112,7.086924763,1,2,0,0.000239,0.026388384,5.0145,8.68
AJ2AXEBHOZNN,254.35,17,1,1,2,0,14,5,-1,-8.386,-13.104,-1.152,281.7,71.2,1.97,49.25,1.78,63.39,0.01,1.45,0.61,0.19,-0.01,1.45,0.61,0.14,300.03,254.35,-9.34,1.5,0.26,3.25,0,-13.597,-17.39,-2.564,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13.005,5.969821674,0,2,0.04,0.000517,0.017819607,3.2694,4.76
MZVJVW9RHKNN,210.27,12,0,0,4,0,13,0,-1,-6.512,-10.693,-0.763,263.46,72.53,20.5,48.86,38.08,57.96,0.03,2.88,1.06,0.19,0,0,0,0,272.11,210.27,-12.49,3,1.13,0,0,-10.888,-14.061,-1.326,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,12.4567474,6.666666667,0,0,0,0.002245897,0.014329011,2.49592,4.83
RSMW03R7IMNN,210.27,17,0,0,1,0,12,4,-1,-7.292,-12.816,-3.125,239.81,64.3,5.54,57.45,-1.13,94.12,0.02,2.14,0.91,0.22,-0.02,2.14,1.12,0.44,258.26,210.27,-9.33,0.75,0.64,3.5,0,-12.976,-16.739,-4.809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11111111,4.704,0,0,0.05,0.001272013,0.016286308,3.1881,4.55
PRKCE1KBILNN,226.27,17,0,0,2,0,12,2,-1,-7.532,-10.465,-0.317,247.1,55.15,9.51,29.86,21.67,33.96,0.01,1.57,0.63,0.17,0,0,0,0,274.63,226.27,-7.86,0.5,1.12,4,0,-10.697,-13.042,-0.57,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12.05540166,5.325443787,0,0,-0.1,0.002226022,0.010093773,1.70957,3.8
ROTD21LRILNN,242.27,12,0,0,6,0,13,0,-1,-7.768,-16.82,-5.607,278.21,104.55,-2.88,122.24,-51.91,255.42,0.04,3.92,1.15,0.14,-0.05,4.73,3.23,1.97,294.96,242.27,-13.87,4.75,0.42,0,0,-16.433,-22.156,-7.713,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,14.4099723,7.555555556,0,0,0,0.000835,0.021814754,4.17573,7.01
DLM1W4U4KPNN,274.27,12,2,2,6,2,13,0,-1,-8.269,-13.722,-1.427,291.19,92.13,5.31,72.23,-1.5,86.75,0.01,1.96,0.2,0,-0.02,2.18,1.02,0.32,309.55,274.27,-12.73,4,0.65,0,0,-14.517,-19.239,-3.284,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,16.37188209,7.319857313,0,0,0,0.001291888,0.021761143,3.98049,7.94
FD61WKK6LHNN,290.75,12,2,2,5,0,15,0,-1,-9.234,-16.993,-3.016,318.12,88.93,10.67,88.09,25.83,146.96,0.05,4.67,2.13,0.54,-0.02,2.2,1.24,0.48,334.38,290.75,-14.79,3.5,0.46,0,0,-17.015,-22.373,-4.558,2,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,16.37188209,7.852040816,0,2,0,0.000914,0.019720699,3.70627,8.35
RXL648UVZHNN,209.29,15,3,1,1,0,15,2,-1,-7.857,-10.062,0,237.92,38.7,0.2,10.75,0.16,3.62,0,0,0,0,0,0,0,0,267.49,209.29,-6.49,0.5,0.64,0,0,-10.2,-11.882,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11.11111111,4.349112426,1,0,-0.02,0.001272013,0.006859489,1.12717,4.23
KZVNPI2EKRNN,225.29,12,1,1,4,0,14,2,-1,-7.179,-11.219,-1.412,244.22,61.57,0.4,47.75,11,71.34,0.02,1.84,0.87,0.35,-0.01,1.19,0.5,0.12,286.79,225.29,-8.29,2.25,1.09,0,0,-11.666,-14.909,-2.579,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,13.43209877,6.805293006,0,1,-0.16,0.002166396,0.015238368,2.8037,7.22
PMEVSFHTJONN,241.29,12,2,2,4,0,13,0,-1,-8.504,-14.406,-2.609,273.79,74.1,-17.04,86.71,-79.68,200.8,0.01,1.23,0.26,0.01,-0.05,4.58,3.11,1.89,292.59,241.29,-9.23,2.75,0,0,0,-14.56,-18.618,-4.126,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,14.4099723,6.437869822,0,1,0,0,0.015640082,3.04047,9.26
AD79XOCPIMNU,256.3,15,1,1,5,0,12,0,-1,-8.561,-17.717,-6.968,282.16,92.55,22.24,105.1,41.24,196.38,0.05,5.43,2.52,0.97,-0.02,2.39,1.43,0.7,312.11,256.3,-12.81,2,0.47,2.5,0,-17.195,-22.89,-9.233,2,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,13.95918367,5.78,2,0,0,0.000934,0.020878857,4.01046,6.36
SXW2ROCRMJNN,288.37,12,2,2,6,0,15,4,-1,-8.345,-16.294,-2.113,325.51,121.18,-0.24,118.09,-28.2,182.61,0.03,3.36,0.66,0.02,-0.05,4.78,2.69,1.13,341.5,288.37,-18.92,4.5,0.65,0,0,-16.628,-22.52,-4.192,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,16.37188209,8.444444444,0,2,-0.02,0.001291888,0.026140912,4.80756,10.48
FDA7UVXBILNN,212.29,12,2,2,3,0,12,0,-1,-7.181,-11.92,-2.003,247.75,67.59,-17.2,74.85,-70.44,162.45,0.01,0.85,0.17,0,-0.04,4.37,2.89,1.58,274.65,212.29,-8.9,1.25,0.53,0,0,-12.299,-15.826,-3.496,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12.4567474,5.104166667,0,0,0,0.001053385,0.015766923,3.03046,5.45
MYL6U4PLIMNN,228.29,12,2,2,4,0,12,1,-1,-6.725,-14.216,-4.392,256.44,98.51,-39.4,139.33,-143.96,321.06,0.02,1.7,0.35,0,-0.09,8.74,5.77,3.15,284.09,228.29,-13.01,2,1.12,0,0,-14.353,-19.424,-6.714,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,13.43209877,5.325443787,0,0,-0.02,0.002226022,0.021502094,4.2473,7.2
AHWSHTFPILNN,228.29,12,2,2,4,0,12,0,-1,-8.423,-11.307,-0.199,258.83,49.1,13.2,25.15,18.71,24.63,0.01,1.28,0.36,0.03,0,0,0,0,288.49,228.29,-6.54,1.5,1.12,0,0,-11.509,-13.796,-0.415,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,13.43209877,6.25,0,0,0,0.002226022,0.008231434,1.37094,6.65
OMQQN81YKNNN,403.11,6,7,1,8,0,8,3,-1,-11.126,-17.55,-0.679,354.39,70.25,19.88,52.04,27.93,53.39,0.02,2.35,0.47,0.03,0,0.29,0,0,372.79,403.11,-11.04,7.25,0.32,0,4,-18.157,-23.712,-1.926,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,18.05,9.8496,0,1,0.08,0.000636,0.018951996,3.3292,6.34
BK8WSE0MJMNU,288.78,11,4,1,6,0,12,0,-1,-7.364,-14.991,-3.613,315.41,101.36,26.42,106.9,72.68,169.38,0.06,6.14,2.82,1.08,-0.01,1.24,0.16,0,348.26,288.78,-17.09,4,0.24,0,1,-15.438,-21.273,-6.003,4,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,16.37188209,7.852040816,3,1,0,0.000477,0.025061127,4.75007,7.39
FZZKU7MZIJNN,345.22,11,7,2,3,0,10,0,-1,-10.422,-15.785,-0.642,340.66,67.89,24.6,52.68,37.66,59.34,0.02,2.95,0.66,0.07,0,0.21,0,0,386.92,345.22,-10.88,2,0.43,1.5,0,-16.193,-20.566,-1.76,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,18.34026465,6.857142857,0,2,0,0.000855,0.016463758,2.88181,6.32
TGR5CTTKVONU,322.31,6,6,3,7,0,13,6,-1,-9.049,-14.588,-0.242,351.84,88.16,29.36,59.53,31.84,54.81,0.02,2.02,0.41,0.01,0,0.04,0,0,369.8,322.31,-14.15,4.5,0.29,0,0,-14.814,-19.178,-0.78,2,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,21.04347826,9.474609375,0,2,0.2,0.000576,0.015332075,2.56966,4.52
TC7KU64H0KNN,204.22,18,0,0,0,0,19,0,-1,-7.188,-10.058,-0.337,223.55,47.69,8.47,27.91,16.38,25.39,0.01,1.24,0.2,0,0,0,0,0,236.92,204.22,-7.78,0,0.64,0,0,-10.342,-12.641,-0.582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.972299169,3.495838288,0,0,0,0.001272013,0.008873243,1.53351,3.9
YNCHZ48ES6NN,324.4,12,1,1,6,2,13,3,-1,-8.216,-17.492,-4.41,331.81,118.64,35.48,151.91,22.68,277.95,0.07,7.65,2.52,0.41,-0.04,4.3,2.63,1.41,368.4,324.4,-17.58,3.5,0.43,5.5,0,-17.712,-24.438,-7.139,2,0,2,1,0,1,0,1,0,0,0,0,1,0,0,0,18.34026465,8.203125,0,2,0.15,0.000855,0.02663916,4.9867,9.83
EW7W9X4P7INN,247.33,12,3,2,4,0,7,0,-1,-8.235,-11.367,-0.412,272.83,56.68,30.65,48.63,53.86,74.31,0.03,3.52,1.36,0.42,0,0,0,0,313.83,247.33,-7.37,2.25,0.42,4.5,0,-11.703,-14.403,-0.983,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,14.4099723,6.437869822,0,1,0,0.000835,0.010044378,1.69543,5.89
UOI8QX2MMTNU,279.33,6,5,5,7,0,9,0,-1,-8.036,-12.779,-0.995,301.24,82.52,41.97,73.69,73.57,103.15,0.05,5.3,1.93,0.43,0,0.05,0,0,345.24,279.33,-12.38,4.5,0.32,0,0,-13.207,-17.147,-2.061,1,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,18.05,8.444444444,0,1,0,0.000636,0.015644414,2.72965,6.34
TPIWPILAVMNU,323.41,15,1,1,5,2,13,0,-1,-8.951,-18.25,-4.446,342.54,106.23,29.56,128.76,37.69,222.57,0.06,6.78,2.56,0.64,-0.04,3.74,1.95,0.79,367.98,323.41,-19.05,3,0.48,7,0,-18.429,-24.992,-7.112,3,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,16.84375,6.857142857,0,3,0,0.000954,0.024674965,4.74626,10.57
BZ0L42NMMTNU,283.8,6,5,4,7,0,8,0,-1,-8.368,-13.377,-1.088,298.84,74.73,35.5,69.65,71.06,107.09,0.05,5.37,2.27,0.57,0,0.05,0,0,351.23,283.8,-12.61,4.75,0,0,0,-13.875,-18.037,-2.408,1,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,17.05263158,8.3232,0,1,0,0,0.017657246,3.12334,4.07
LV28JZ2MKQNI,246.35,12,3,3,3,0,8,3,-1,-8.254,-13.337,-2.061,283.15,65.83,30.65,75.12,58.08,132.26,0.05,5.34,2.44,0.69,-0.01,1.21,0.62,0.2,324.63,246.35,-10.61,2,0.35,5,0,-13.623,-17.461,-3.48,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,14.4099723,6.437869822,0,2,-0.02,0.000696,0.014712377,2.72295,4.26
XQY1KV45HLNN,250.33,6,8,2,3,3,7,4,-1,-9.21,-14.608,-2.007,289.89,70.44,-33.63,106.21,-131.17,280.01,0.01,0.78,0.09,0,-0.06,6.52,4.37,2.63,323.12,250.33,-7.92,2,0.65,0,0,-14.872,-18.74,-3.365,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.05555556,5.174791914,0,0,-0.02,0.001291888,0.013269796,2.61936,5.48
XXGRGYR4LHNU,249.35,6,3,1,9,2,7,0,-1,-9.153,-14.181,-1.464,311.05,68.75,20.96,54.31,41.63,77.25,0.03,3.24,1.5,0.44,0,0.41,0.04,0,331.94,249.35,-8.89,7.5,0.14,0,0,-14.834,-18.939,-3.347,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,16.05555556,8.991735537,0,1,0,0.000278,0.018397475,3.45936,8.52
YWY4RWSHKNNU,341.43,11,3,2,8,2,11,0,-1,-9.001,-21.607,-7.205,358.17,136.52,25.68,177.42,44.5,309.41,0.08,8.79,3.46,1.11,-0.06,5.74,2.74,0.85,394.89,341.43,-23.31,5.25,0.12,4,0,-21.5,-30.053,-10.708,3,1,4,0,0,0,1,0,0,0,1,0,0,0,0,0,19.32638889,8.392733564,0,3,0,0.000239,0.031995957,6.1818,11.03
BE8EVW7QIJNN,280.36,6,6,3,10,2,7,3,-1,-10.46,-17.992,-3.43,346.04,78.01,11.97,77.45,24.07,127.49,0.03,3.44,1.45,0.58,-0.02,2.34,0.99,0.24,355.44,280.36,-10.27,8.5,0.13,0,1,-18.308,-23.784,-5.789,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,18.05,9.8496,0,2,-0.09,0.000258,0.020521336,3.9191,6.41
CZZL1T5P8KNN,220.35,6,9,3,1,0,6,0,-1,-9.48,-12.104,-0.147,269.19,35.18,-6.98,27.05,-27.61,53.3,0,0.01,0,0,-0.02,1.63,1.01,0.55,301.83,220.35,-4.87,0.75,1.36,0,0,-12.463,-14.69,-0.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0625,4.349112426,0,0,0,0.002703027,0.007620331,1.33546,4.76
NIJ3H3Q89KNN,236.35,6,9,3,2,0,6,3,-1,-9.228,-12.855,-0.763,278.04,44.18,4.51,32.53,-5,46.16,0.01,0.9,0.19,0.01,-0.01,1.28,0.69,0.25,316.19,236.35,-6.5,1.5,0.67,0,0,-13.404,-16.429,-1.848,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.05882353,4.938271605,0,0,0.13,0.001331638,0.011387773,2.17098,6.44
NGC8N4D09HNN,240.38,16,0,0,0,0,1,4,-1,-9.609,-12.578,-0.154,288.54,38.93,24.09,33.9,36.58,45.35,0.02,2.62,0.75,0.1,0,0,0,0,326.25,240.38,-5.69,0,0,15.5,0,-12.837,-15.358,-0.543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.05882353,11.11111111,0,0,-0.02,0,0.007133947,1.15188,1.67
KF2KUBVDIJNN,210.4,5,10,1,9,0,0,2,15,-12.455,-15.437,0,310.83,9.53,0.32,0.64,0.06,0.05,0,0,0,0,0,0,0,0,318,210.4,-1.14,8.75,0.29,4.5,7,-15.288,-17.135,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13.06666667,9.2421875,0,0,-0.05,0.000576,0.000252,0.03002,7.92
TKSWXRRZYGNN,210.4,15,0,0,0,0,0,1,15,-11.248,-13.47,0,269.07,8.02,0.49,0.5,0.07,0.04,0,0,0,0,0,0,0,0,307.81,210.4,-0.82,0,2.71,15,0,-13.469,-14.965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06666667,10.51555556,0,0,0,0.005386178,0.000146,0.01354,2.03
CPKQNEDJMHNN,226.4,0,14,2,12,0,1,2,-1,-10.686,-14.762,-0.261,338.31,41.9,24.47,38.83,43.39,57.9,0.03,3.21,1.14,0.23,0,0,0,0,336.98,226.4,-7,11.75,0,0,10,-15.072,-18.477,-0.906,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13.06666667,0,0,-0.05,0,0.010828727,1.80316,13.01
CZLL7H0XHHNN,242.4,0,14,2,13,0,1,3,-1,-11.066,-15.342,-0.251,349.93,46.57,26.8,40.52,43.03,55.6,0.03,3.13,0.99,0.15,0,0,0,0,346.67,242.4,-6.35,12.5,0,0,10,-15.588,-19.083,-0.896,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14.0625,0,0,-0.01,0,0.010711733,1.75978,12.01
JRHD8E5KHHNN,242.4,0,14,2,13,0,1,2,-1,-11.162,-15.343,-0.196,349.99,45.53,27.12,39.41,42.65,54.31,0.03,3.06,0.96,0.15,0,0,0,0,348.18,242.4,-6.36,12.5,0,0,9,-15.516,-18.838,-0.743,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14.0625,0,0,-0.01,0,0.009398962,1.52867,9.74
SPJPCO60NGNN,242.4,0,14,1,14,0,1,2,-1,-11.606,-20.612,-5.038,348.4,65.84,-0.86,96.26,-42.76,213.91,0.03,3.39,1.05,0.17,-0.04,4.32,2.89,1.68,344.74,242.4,-8.51,13.5,0,0,11,-19.989,-25.414,-6.917,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14.0625,0,0,-0.01,0,0.01490374,2.94114,9.67
BO1H0M2VVLNN,212.42,0,15,0,12,0,0,2,15,-13.29,-16.694,0,334.36,9.57,0.58,0.6,0.08,0.05,0,0,0,0,0,0,0,0,331.57,212.42,-1.03,12,0.67,0,12,-16.476,-18.541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,0,0,-0.01,0.001331638,0.000182,0.02092,8.18
OJIYDYZC2GNN,228.42,0,15,1,14,0,0,2,-1,-12.743,-21.834,-5.503,345.49,45.71,9.93,68.09,18.65,138.57,0.04,3.81,1.95,0.68,-0.02,2.49,1.31,0.5,342.19,228.42,-5.83,14,0,0,12,-21.036,-26.121,-7.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,0,0,-0.01,0,0.011383761,2.45211,7.08
DL3YAWGJIINU,276.48,0,12,1,16,4,0,4,-1,-12.444,-24.705,-7.776,367.89,89,5.36,122.34,-18.97,233.71,0.05,4.96,1.87,0.44,-0.05,5.49,3.09,1.36,379.42,276.48,-11.14,15.25,0,0,10,-23.867,-31.165,-10.719,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15.05882353,0,0,0.02,0,0.021495003,4.3697,4.86
AK4AIV030HNU,260.41,0,12,1,16,4,0,3,-1,-12.316,-21.066,-4.761,362.69,66.46,24.69,81.21,42.35,137.21,0.05,5.03,2.14,0.54,-0.02,2.1,0.9,0.23,365.32,260.41,-7.74,15.25,0,0,10,-21.143,-26.917,-7.745,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15.05882353,0,0,0,0,0.019210731,3.9635,12.3
NQCWLBK00HNU,259.43,0,12,1,16,4,0,4,-1,-11.951,-20.265,-4.134,362.58,64.87,21.68,77.1,48.03,129.07,0.05,4.98,2.31,0.66,-0.01,1.6,0.48,0.09,369.49,259.43,-8.12,15.25,0,0,10,-20.614,-26.41,-7.102,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15.05882353,0,1,-0.05,0,0.020559324,4.2102,14.86
UJT43KF8LONN,838.12,0,0,0,13,0,0,1,-1,-13.662,-16.697,0,494.86,9.66,-2.58,1.3,-0.59,0.29,0,0,0,0,0,0,0,0,605.9,838.12,-1.34,0,1.34,0,0,-16.405,-17.961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,50,12.25,0,0,0.05,0.002663276,0.000167,0.01445,14.62
XI08WXEY9JNN,247.25,19,0,0,1,0,21,3,-1,-7.659,-11.034,-0.088,251.59,57.08,10.23,26,9.31,16.48,0,0.35,0.01,0,0,0,0,0,273.9,247.25,-9.26,0.5,0.14,0,0,-11.321,-14.078,-0.17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.71900826,4.776859504,0,1,0.21,0.000278,0.009964761,1.69199,4.52
YJDHIDF9MKNN,247.25,19,0,0,1,0,21,4,-1,-7.354,-11.101,-0.091,257.69,62.8,12.78,29.27,8.93,19.03,0,0.35,0.01,0,0,0.12,0.01,0,276.61,247.25,-10.87,0.5,0.14,0,0,-11.398,-14.457,-0.212,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.71900826,4.776859504,0,1,0.27,0.000278,0.011869005,2.02229,5.41
GULIN5SI5JNN,202.25,19,0,0,0,0,19,0,-1,-7.792,-10.123,0,233.33,38.14,-3.49,9.49,-1.78,2.79,0,0,0,0,0,0,0,0,247.93,202.25,-6.04,0,0.64,0,0,-10.246,-12.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.972299169,3.75,0,0,0,0.001272013,0.007782776,1.27507,4.47
NTR2ZBEA3INN,202.25,19,0,0,0,0,19,0,-1,-7.754,-9.929,0,227.93,36.24,-4.01,8.68,-1.92,2.46,0,0,0,0,0,0,0,0,243.52,202.25,-5.66,0,1.28,0,0,-10.053,-11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.972299169,3.75,0,0,0,0.002544025,0.00724195,1.18486,4
KUIRN97S6INN,218.25,20,0,0,0,0,20,2,-1,-8.377,-10.976,0,246.49,39.99,-7.03,11.67,-3.18,4.29,0,0,0,0,0,0,0,0,258.92,218.25,-5.59,0,0,0,0,-11.076,-13.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.88,4.280618312,0,0,-0.07,0,0.006949999,1.14016,3.28
DIQ3JY7Z0JNN,234.32,20,0,0,0,0,20,0,-1,-9.397,-12.691,0,250.38,41.09,-6.83,12.27,-4.49,5,0,0,0,0,0,0.03,0,0,270.25,234.32,-6.17,0,0,0,0,-12.682,-14.973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.88,4.280618312,0,0,0,0,0.007329041,1.20626,4.55
MEAR0UWGNXNN,204.27,17,0,0,1,0,17,0,-1,-8.14,-10.724,0,248.27,41.56,-2.46,10.45,-1.22,3.04,0,0,0,0,0,0,0,0,259.55,204.27,-6,0.5,0.28,0,0,-10.802,-12.688,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.11111111,5.104166667,0,0,0,0.000557,0.008160849,1.33624,4.28
XW4GVPWQO1NN,284.74,18,1,1,1,0,15,0,-1,-8.211,-13.504,-1.459,289.74,79.37,32.25,74.87,75.39,120.07,0.05,5.51,2.37,0.74,0,0.01,0,0,324.17,284.74,-12.22,0.5,0.24,2.75,0,-13.89,-18.108,-2.74,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14.91735537,6.405827263,0,2,0,0.000477,0.017458139,3.11549,5.91
UARH2GMBP1NU,300.74,18,1,1,2,1,15,0,-1,-8.743,-18.064,-5.75,294.29,102.41,26.4,111.9,54.79,182.87,0.07,6.79,2.66,0.64,-0.02,2.01,1.08,0.47,334.29,300.74,-14.9,1.25,0.23,2.25,0,-18.129,-24.542,-8.678,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.87901701,6.629935721,0,2,0,0.000457,0.025655054,4.91598,6.56
HJ1S1THBJQNN,206.28,19,0,0,0,0,12,0,-1,-7.966,-9.959,-0.005,234.76,33.57,4.46,8.73,2.54,2.89,0,0,0,0,0,0,0,0,254.33,206.28,-4.78,0,1.28,5.5,0,-10.054,-11.5,-0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.972299169,3.75,0,0,0,0.002544025,0.005189224,0.84454,4.09
YPOJR0FJKNNU,341.19,12,2,2,6,0,13,0,-1,-10.751,-16.683,-0.578,346.27,77.98,12.04,48.08,24.66,44.91,0.02,2.07,0.4,0.03,0,0.02,0,0,371.18,341.19,-11.2,4.25,0.22,0,0,-16.794,-21.197,-1.154,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,18.34026465,8.740894901,0,0,0,0.000437,0.014908432,2.55665,6.48
FZAM9UJCLTNN,234.3,17,1,1,2,0,17,3,-1,-7.578,-10.554,-0.019,259.15,53,-12.43,18.81,-7.02,8.54,0,0,0,0,0,0.03,0,0,296.48,234.3,-7.97,1,0.42,0,0,-10.731,-13.042,-0.037,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13.005,5.969821674,2,0,-0.23,0.000835,0.010175147,1.71683,4.19
CFF7EODGKNNN,314.36,17,1,1,4,0,20,4,-1,-7.55,-16.421,-3.985,312.15,116.97,-8.11,127.51,-34.73,205.33,0.03,3.7,0.97,0.22,-0.06,5.61,2.97,1.08,348.72,314.36,-18.48,1.75,0.43,0,0,-16.56,-22.805,-6.147,2,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,16.84375,6.857142857,1,1,-0.07,0.000855,0.024853761,4.70173,7.27
JKHP9IUUIMNN,238.28,12,0,0,5,0,14,4,-1,-7.446,-12.446,-1.072,282.65,81.42,23.51,60.69,45.99,68.61,0.03,3.8,0.93,0.08,0,0,0,0,295.18,238.28,-12.02,3.5,1.12,0,0,-12.699,-16.527,-1.802,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,14.4099723,7.555555556,0,0,-0.04,0.002226022,0.015582964,2.72862,9.33
XUR2P2QHJONU,254.28,12,1,1,5,0,14,0,-1,-8.171,-17.225,-5.658,280.34,101.64,1.14,128.47,-47.74,269.83,0.04,4.55,1.18,0.12,-0.05,4.92,3.36,2.05,306.43,254.28,-14.14,2.75,0.24,0,0,-16.904,-22.76,-7.937,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,15.39,7.135802469,0,0,0,0.000477,0.021638992,4.10816,8.92
YYGTNLMJKONN,254.28,12,0,0,6,0,14,0,-1,-7.987,-17.36,-5.51,291.1,111.43,2.76,129.17,-35.78,252.08,0.04,4.76,1.22,0.11,-0.05,4.53,3.05,1.82,305.34,254.28,-14.43,4.25,0.41,0,0,-17.091,-23.235,-7.857,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,15.39,7.695266272,0,0,0,0.000815,0.023653055,4.46568,9.83
